ptpd2:
   -gGW          Protocol mode (slave/master with ntp/master without ntp)
   -b <dev>      Interface to use

   -cC  -DVfS    Console / verbose console;     Dump stats / Interval / Output file / no Syslog
   -uU           Unicast/Hybrid mode


   -hHB           Summary / Complete help file / run-time debug level

ERROR: Please run this daemon as root

# Timestamp, State, Clock ID, One Way Delay, Offset From Master, Slave to Master, Master to Slave, Drift, Discarded Packet Count, Last packet Received
2013-09-11 11:56:05.374298, init, 
2013-09-11 11:56:05.439008, lstn_init,  1 
2013-09-11 11:57:23.690327, slv, 406c8ffffe15d361(unknown)/01,  0.000326271, -6.445227407,  6.445677000, -6.444902000, 0, -73, D
2013-09-11 11:57:24.364403, slv, 406c8ffffe15d361(unknown)/01,  0.000326271, -6.445350271,  6.445677000, -6.445024000, 0, -73, S
2013-09-11 11:57:25.363698, slv, 406c8ffffe15d361(unknown)/01,  0.000326271, -6.445296271,  6.445677000, -6.444970000, 0, -73, S
2013-09-11 11:57:26.252476, slv, 406c8ffffe15d361(unknown)/01,  0.000327176, -6.445296271,  6.445732000, -6.444970000, 0, -74, D
2013-09-11 11:57:26.363645, slv, 406c8ffffe15d361(unknown)/01,  0.000327176, -6.445413176,  6.445732000, -6.445086000, 0, -74, S
2013-09-11 11:57:26.940312, slv, 406c8ffffe15d361(unknown)/01,  0.000327777, -6.445413176,  6.445787000, -6.445086000, 0, -75, D
2013-09-11 11:57:27.002761, slv, 406c8ffffe15d361(unknown)/01,  0.000328451, -6.445413176,  6.445869000, -6.445086000, 0, -76, D
2013-09-11 11:57:27.363731, slv, 406c8ffffe15d361(unknown)/01,  0.000328451, -6.445437451,  6.445869000, -6.445109000, 0, -76, S
2013-09-11 11:57:28.363311, slv, 406c8ffffe15d361(unknown)/01,  0.000328451, -6.445490451,  6.445869000, -6.445162000, 0, -76, S
2013-09-11 11:57:28.377626, slv, 406c8ffffe15d361(unknown)/01,  0.000329110, -6.445490451,  6.445862000, -6.445162000, 0, -77, D
2013-09-11 11:57:29.315305, slv, 406c8ffffe15d361(unknown)/01,  0.000329873, -6.445490451,  6.445974000, -6.445162000, 0, -78, D
2013-09-11 11:57:29.363374, slv, 406c8ffffe15d361(unknown)/01,  0.000329873, -6.445546873,  6.445974000, -6.445217000, 0, -78, S
2013-09-11 11:57:30.363074, slv, 406c8ffffe15d361(unknown)/01,  0.000329873, -6.445596873,  6.445974000, -6.445267000, 0, -78, S
2013-09-11 11:57:30.939829, slv, 406c8ffffe15d361(unknown)/01,  0.000330393, -6.445596873,  6.445908000, -6.445267000, 0, -79, D
2013-09-11 11:57:31.252495, slv, 406c8ffffe15d361(unknown)/01,  0.000329718, -6.445596873,  6.445775000, -6.445267000, 0, -80, D
2013-09-11 11:57:31.363498, slv, 406c8ffffe15d361(unknown)/01,  0.000329718, -6.445659718,  6.445775000, -6.445330000, 0, -80, S
